item,user,rating
7,519,7.0
7,411,7.0
7,98,7.0
7,207,7.0
7,322,7.0
7,598,7.0
7,562,8.0
7,341,7.0
7,208,7.0
7,366,7.0
7,180,8.0
7,124,7.0
7,466,7.0
7,203,7.0
7,302,8.0
7,68,7.0
7,129,7.0
8,151,4.0
8,41,4.0
8,272,8.0
8,40,8.0
8,21,7.0
8,29,4.0
8,519,7.0
8,4,8.0
8,454,7.0
8,587,4.0
8,427,7.0
8,565,7.0
8,507,7.0
8,218,7.0
8,307,4.0
8,494,7.0
8,207,4.0
8,590,7.0
8,542,4.0
8,547,7.0
8,372,8.0
8,509,7.0
8,91,8.0
8,72,8.0
8,294,4.0
9,486,8.0
9,140,8.0
9,294,5.0
9,502,5.0
9,468,8.0
9,590,8.0
9,169,5.0
9,345,5.0
9,16,8.0
9,170,8.0
9,5,8.0
9,184,8.0
9,419,5.0
9,192,8.0
9,252,8.0
9,254,5.0
9,396,8.0
9,494,8.0
9,26,8.0
9,333,8.0
9,414,8.0
9,338,5.0
9,355,8.0
9,558,5.0
9,10,5.0
10,123,5.0
10,312,5.0
10,559,8.0
10,530,8.0
10,16,8.0
10,483,8.0
10,425,8.0
10,355,8.0
10,140,8.0
10,362,8.0
10,274,8.0
10,270,5.0
10,572,8.0
10,591,8.0
10,166,8.0
10,201,5.0
10,452,8.0
10,163,8.0
10,4,8.0
10,124,8.0
10,471,8.0
10,547,8.0
10,162,5.0
10,555,5.0
10,367,8.0
11,352,5.0
11,129,4.0
11,312,7.0
11,409,5.0
11,459,5.0
11,378,4.0
11,445,4.0
11,400,7.0
11,18,4.0
11,493,5.0
11,99,7.0
11,26,4.0
11,276,5.0
11,100,4.0
11,463,7.0
11,248,4.0
11,67,4.0
11,302,7.0
11,482,4.0
11,60,5.0
11,282,4.0
11,173,7.0
11,130,7.0
11,584,7.0
11,583,7.0
12,16,8.0
12,4,8.0
12,440,9.0
12,365,8.0
12,236,8.0
12,413,8.0
12,43,8.0
12,109,8.0
12,322,8.0
12,373,9.0
12,438,8.0
12,24,8.0
12,570,8.0
12,520,8.0
12,31,8.0
12,539,8.0
12,138,8.0
12,410,8.0
12,390,8.0
12,433,8.0
12,489,8.0
12,64,8.0
12,448,8.0
12,320,8.0
12,50,8.0
13,237,5.0
13,325,5.0
13,394,5.0
13,215,4.0
13,127,5.0
13,161,4.0
13,500,7.0
13,79,5.0
13,68,7.0
13,37,4.0
13,335,5.0
13,485,7.0
13,496,7.0
13,187,5.0
13,228,7.0
13,250,7.0
13,345,7.0
13,158,7.0
13,233,4.0
13,141,8.0
13,48,7.0
13,541,4.0
13,163,4.0
13,511,5.0
13,559,5.0
14,459,7.0
14,109,7.0
14,542,7.0
14,439,7.0
14,172,8.0
14,62,4.0
14,358,4.0
14,447,7.0
14,486,7.0
14,197,7.0
14,397,7.0
14,352,8.0
14,184,8.0
14,506,8.0
14,460,8.0
14,69,7.0
14,496,8.0
14,45,7.0
14,289,7.0
14,205,7.0
14,571,7.0
14,402,4.0
14,532,7.0
14,360,8.0
14,337,7.0
15,536,9.0
15,201,7.0
15,192,9.0
15,178,7.0
15,495,7.0
15,379,5.0
15,122,7.0
15,352,9.0
15,248,7.0
15,148,9.0
15,154,7.0
15,126,7.0
15,333,9.0
15,351,7.0
15,418,5.0
15,53,7.0
15,349,7.0
15,275,5.0
15,555,7.0
15,407,9.0
15,320,5.0
15,119,7.0
15,363,7.0
15,197,5.0
15,188,9.0
16,184,5.0
16,439,8.0
16,259,9.0
16,510,5.0
16,467,8.0
16,262,8.0
16,517,8.0
16,422,8.0
16,135,8.0
16,93,8.0
16,17,8.0
16,253,8.0
16,173,8.0
16,514,8.0
16,398,8.0
16,489,8.0
16,348,5.0
16,155,8.0
16,592,5.0
16,442,8.0
16,113,8.0
16,109,8.0
16,44,5.0
16,78,5.0
16,27,8.0
17,499,7.0
17,328,8.0
17,208,8.0
17,78,7.0
17,535,7.0
17,140,8.0
17,40,8.0
17,577,7.0
17,95,8.0
17,540,7.0
17,580,7.0
17,274,7.0
17,405,7.0
17,402,7.0
17,531,8.0
17,266,8.0
17,500,7.0
17,382,7.0
17,310,7.0
17,538,7.0
17,488,8.0
17,480,8.0
17,494,7.0
17,560,7.0
17,113,4.0
18,502,7.0
18,85,7.0
18,155,5.0
18,578,7.0
18,419,5.0
18,430,7.0
18,183,7.0
18,33,5.0
18,161,7.0
18,309,5.0
18,334,7.0
18,258,8.0
18,14,7.0
18,432,8.0
18,282,7.0
18,414,8.0
18,20,8.0
18,588,8.0
18,269,7.0
18,321,5.0
18,411,5.0
18,440,8.0
18,186,7.0
18,495,7.0
18,592,8.0
19,123,7.0
19,597,7.0
19,168,8.0
19,337,7.0
19,529,4.0
19,565,7.0
19,151,4.0
19,595,4.0
19,1,4.0
19,351,4.0
19,406,7.0
19,188,8.0
19,265,7.0
19,210,7.0
19,18,7.0
19,170,7.0
19,341,4.0
19,101,4.0
19,369,7.0
19,307,7.0
19,246,8.0
19,253,4.0
19,292,8.0
19,54,4.0
19,482,7.0
20,389,7.0
20,384,7.0
20,494,7.0
20,203,7.0
20,415,8.0
20,43,7.0
20,255,7.0
20,154,8.0
20,55,8.0
20,590,7.0
20,111,7.0
20,432,8.0
20,391,7.0
20,116,8.0
20,367,8.0
20,172,8.0
20,138,8.0
20,190,7.0
20,145,7.0
20,408,8.0
20,558,7.0
20,83,8.0
20,230,7.0
20,516,8.0
20,380,8.0
21,121,5.0
21,427,7.0
21,148,8.0
21,552,8.0
21,126,8.0
21,60,8.0
21,181,7.0
21,500,7.0
21,401,5.0
21,333,8.0
21,332,7.0
21,327,7.0
21,440,8.0
21,560,8.0
21,306,7.0
21,129,7.0
21,170,7.0
21,49,7.0
21,416,7.0
21,249,5.0
21,555,7.0
21,174,5.0
21,472,7.0
21,324,7.0
21,589,5.0
22,520,4.0
22,146,8.0
22,484,7.0
22,505,4.0
22,208,8.0
22,192,8.0
22,537,4.0
22,456,7.0
22,453,5.0
22,180,8.0
22,430,7.0
22,228,8.0
22,10,4.0
22,353,7.0
22,598,5.0
22,188,8.0
22,206,8.0
22,219,4.0
22,105,4.0
22,506,8.0
22,201,7.0
22,555,7.0
22,38,8.0
22,524,8.0
22,245,4.0
23,571,7.0
23,573,7.0
23,180,8.0
23,442,7.0
23,563,8.0
23,53,7.0
23,310,4.0
23,188,7.0
23,83,7.0
23,470,8.0
23,201,7.0
23,289,7.0
23,206,8.0
23,595,7.0
23,26,7.0
23,363,7.0
23,6,7.0
23,552,7.0
23,395,7.0
23,436,7.0
23,350,8.0
23,228,8.0
23,478,7.0
23,258,7.0
23,346,7.0
24,5,5.0
24,235,5.0
24,43,8.0
24,486,5.0
24,170,5.0
24,507,5.0
24,501,5.0
24,454,8.0
24,430,5.0
24,85,8.0
24,334,5.0
24,224,5.0
24,510,5.0
24,305,8.0
24,492,5.0
24,419,8.0
24,124,5.0
24,466,8.0
24,66,5.0
24,363,8.0
24,145,8.0
24,529,8.0
24,63,5.0
24,446,5.0
24,245,5.0
25,163,5.0
25,271,7.0
25,148,7.0
25,295,7.0
25,70,4.0
25,91,8.0
25,182,5.0
25,325,7.0
25,381,7.0
25,515,5.0
25,111,5.0
25,85,8.0
25,130,5.0
25,549,5.0
25,323,5.0
25,283,7.0
25,19,7.0
25,517,7.0
25,463,5.0
25,481,7.0
25,187,5.0
25,32,5.0
25,494,7.0
25,447,7.0
25,457,4.0
26,129,7.0
26,288,7.0
26,577,7.0
26,246,7.0
26,285,7.0
26,300,7.0
26,154,7.0
26,209,7.0
26,175,7.0
26,259,9.0
26,334,7.0
26,262,7.0
26,32,7.0
26,76,7.0
26,294,7.0
26,494,7.0
26,113,7.0
26,239,7.0
26,411,7.0
26,203,7.0
26,260,7.0
26,552,7.0
26,551,7.0
26,78,7.0
26,0,7.0
27,547,8.0
27,56,5.0
27,173,5.0
27,141,5.0
27,237,8.0
27,351,8.0
27,48,5.0
27,584,5.0
27,154,5.0
27,318,5.0
27,247,8.0
27,243,8.0
27,349,8.0
27,565,5.0
27,200,5.0
27,218,5.0
27,61,8.0
27,332,5.0
27,111,8.0
27,232,4.0
27,129,8.0
27,150,8.0
27,358,8.0
27,399,5.0
27,50,5.0
28,461,5.0
28,298,8.0
28,411,8.0
28,454,5.0
28,446,8.0
28,512,8.0
28,400,8.0
28,410,5.0
28,138,8.0
28,75,8.0
28,88,8.0
28,352,5.0
28,121,5.0
28,452,8.0
28,197,8.0
28,563,8.0
28,93,8.0
28,307,5.0
28,201,8.0
28,87,8.0
28,364,8.0
28,357,8.0
28,247,8.0
28,34,8.0
28,242,8.0
29,451,5.0
29,501,7.0
29,395,7.0
29,512,7.0
29,561,7.0
29,306,7.0
29,275,5.0
29,538,7.0
29,497,7.0
29,434,7.0
29,281,7.0
29,330,7.0
29,271,7.0
29,464,7.0
29,518,7.0
29,20,7.0
29,15,7.0
29,185,7.0
29,61,5.0
29,382,7.0
29,198,7.0
29,549,7.0
29,179,7.0
29,398,7.0
29,423,7.0
30,474,8.0
30,265,8.0
30,475,8.0
30,236,8.0
30,169,8.0
30,126,8.0
30,581,5.0
30,479,8.0
30,168,8.0
30,351,8.0
30,500,8.0
30,484,8.0
30,44,8.0
30,298,8.0
30,117,8.0
30,190,8.0
30,242,8.0
30,285,8.0
30,294,8.0
30,296,8.0
30,598,8.0
30,547,8.0
30,495,8.0
30,463,8.0
30,56,8.0
31,315,8.0
31,575,5.0
31,359,8.0
31,159,8.0
31,113,8.0
31,312,8.0
31,32,8.0
31,436,8.0
31,551,8.0
31,193,8.0
31,573,8.0
31,6,8.0
31,398,8.0
31,60,8.0
31,311,8.0
31,62,8.0
31,355,8.0
31,244,8.0
31,255,6.0
31,284,8.0
31,123,8.0
31,503,5.0
31,307,5.0
31,477,8.0
31,515,5.0
32,286,8.0
32,454,8.0
32,288,7.0
32,211,8.0
32,570,5.0
32,355,8.0
32,69,7.0
32,330,8.0
32,55,8.0
32,396,7.0
32,145,5.0
32,366,8.0
32,109,8.0
32,504,7.0
32,326,8.0
32,120,7.0
32,178,7.0
32,63,8.0
32,239,8.0
32,72,7.0
32,313,7.0
32,444,8.0
32,224,7.0
32,503,8.0
32,137,7.0
33,156,4.0
33,337,8.0
33,101,4.0
33,199,8.0
33,365,8.0
33,255,4.0
33,88,8.0
33,297,8.0
33,410,8.0
33,150,4.0
33,566,8.0
33,312,4.0
33,31,4.0
33,90,8.0
33,373,4.0
33,174,8.0
33,302,8.0
33,459,8.0
33,27,4.0
33,0,8.0
33,494,8.0
33,183,8.0
33,384,8.0
33,288,8.0
33,126,8.0
34,311,8.0
34,345,8.0
34,447,8.0
34,456,8.0
34,367,8.0
34,27,8.0
34,396,7.0
34,564,7.0
34,123,8.0
34,400,4.0
34,85,7.0
34,549,8.0
34,88,7.0
34,32,7.0
34,0,7.0
34,544,7.0
34,388,7.0
34,96,8.0
34,417,7.0
34,415,8.0
34,7,8.0
34,252,7.0
34,567,8.0
34,552,7.0
34,341,7.0
35,308,8.0
35,108,8.0
35,158,8.0
35,389,8.0
35,266,8.0
35,392,8.0
35,62,5.0
35,134,8.0
35,425,8.0
35,329,8.0
35,410,5.0
35,301,5.0
35,256,8.0
35,449,8.0
35,95,8.0
35,57,5.0
35,564,5.0
35,453,8.0
35,56,8.0
35,212,8.0
35,431,8.0
35,445,8.0
35,191,8.0
35,593,8.0
35,495,8.0
36,305,7.0
36,132,7.0
36,256,7.0
36,184,7.0
36,237,7.0
36,51,7.0
36,528,7.0
36,121,7.0
36,266,5.0
36,156,5.0
36,75,5.0
36,478,7.0
36,594,5.0
36,205,7.0
36,176,7.0
36,239,5.0
36,33,7.0
36,308,7.0
36,509,7.0
36,359,7.0
36,401,7.0
36,275,5.0
36,429,7.0
36,508,7.0
36,351,7.0
37,467,7.0
37,150,5.0
37,92,5.0
37,303,5.0
37,362,7.0
37,186,8.0
37,60,5.0
37,585,7.0
37,347,7.0
37,416,7.0
37,247,7.0
37,346,7.0
37,97,7.0
37,528,7.0
37,356,7.0
37,63,5.0
37,374,7.0
37,460,7.0
37,526,5.0
37,332,5.0
37,177,5.0
37,41,5.0
37,288,7.0
37,466,7.0
37,471,5.0
38,36,7.0
38,127,4.0
38,238,7.0
38,191,5.0
38,356,7.0
38,423,7.0
38,91,7.0
38,211,7.0
38,399,9.0
38,143,9.0
38,44,7.0
38,333,7.0
38,361,7.0
38,502,5.0
38,296,7.0
38,33,4.0
38,262,5.0
38,431,4.0
38,329,5.0
38,368,7.0
38,394,5.0
38,212,9.0
38,576,9.0
38,515,4.0
38,250,7.0
39,63,5.0
39,293,8.0
39,339,5.0
39,145,7.0
39,220,5.0
39,155,7.0
39,254,7.0
39,589,8.0
39,227,8.0
39,241,7.0
39,144,5.0
39,555,7.0
39,110,7.0
39,98,8.0
39,294,7.0
39,280,7.0
39,283,7.0
39,385,7.0
39,160,5.0
39,246,7.0
39,267,7.0
39,117,8.0
39,173,7.0
39,537,8.0
39,352,7.0
40,360,8.0
40,480,8.0
40,273,7.0
40,103,7.0
40,195,4.0
40,322,4.0
40,567,7.0
40,451,4.0
40,352,8.0
40,356,7.0
40,82,4.0
40,509,4.0
40,484,7.0
40,379,4.0
40,70,4.0
40,425,7.0
40,132,8.0
40,533,4.0
40,60,8.0
40,386,4.0
40,102,8.0
40,252,8.0
40,78,7.0
40,369,4.0
40,258,8.0
41,450,5.0
41,153,8.0
41,551,8.0
41,206,8.0
41,105,5.0
41,90,8.0
41,538,8.0
41,45,5.0
41,51,8.0
41,44,8.0
41,232,5.0
41,389,5.0
41,485,8.0
41,419,8.0
41,228,8.0
41,224,8.0
41,154,8.0
41,534,4.0
41,573,8.0
41,365,5.0
41,43,8.0
41,103,8.0
41,65,5.0
41,472,8.0
41,345,5.0
42,12,4.0
42,554,7.0
42,153,7.0
42,508,4.0
42,388,7.0
42,463,7.0
42,490,4.0
42,152,4.0
42,67,7.0
42,27,7.0
42,594,4.0
42,333,7.0
42,90,7.0
42,4,7.0
42,158,7.0
42,498,7.0
42,246,7.0
42,195,8.0
42,264,7.0
42,122,7.0
42,413,7.0
42,236,4.0
42,368,4.0
42,425,7.0
42,560,7.0
43,152,7.0
43,382,7.0
43,228,9.0
43,440,7.0
43,244,7.0
43,56,7.0
43,589,4.0
43,317,4.0
43,112,7.0
43,15,7.0
43,369,4.0
43,561,7.0
43,358,4.0
43,36,7.0
43,153,7.0
43,213,4.0
43,194,4.0
43,475,7.0
43,368,7.0
43,310,4.0
43,19,7.0
43,225,6.0
43,33,4.0
43,570,9.0
43,509,7.0
44,581,9.0
44,574,7.0
44,374,7.0
44,339,7.0
44,63,7.0
44,128,7.0
44,80,7.0
44,222,9.0
44,532,7.0
44,359,7.0
44,145,7.0
44,588,7.0
44,235,7.0
44,200,5.0
44,60,5.0
44,537,7.0
44,267,7.0
44,51,7.0
44,101,9.0
44,519,7.0
44,549,9.0
44,372,7.0
44,36,7.0
44,152,7.0
44,298,7.0
45,415,8.0
45,295,5.0
45,391,7.0
45,191,8.0
45,228,5.0
45,194,5.0
45,257,8.0
45,464,5.0
45,326,7.0
45,519,5.0
45,589,8.0
45,380,4.0
45,500,5.0
45,79,5.0
45,240,4.0
45,280,4.0
45,265,7.0
45,356,5.0
45,230,4.0
45,434,7.0
45,455,7.0
45,259,8.0
45,441,8.0
45,170,5.0
45,510,5.0
46,95,7.0
46,431,7.0
46,52,7.0
46,476,9.0
46,215,5.0
46,534,7.0
46,449,5.0
46,524,9.0
46,106,5.0
46,265,7.0
46,287,7.0
46,395,7.0
46,88,7.0
46,592,7.0
46,479,7.0
46,173,5.0
46,206,7.0
46,585,7.0
46,542,7.0
46,368,9.0
46,537,5.0
46,134,9.0
46,105,7.0
46,334,7.0
46,284,9.0
47,236,7.0
47,550,7.0
47,365,7.0
47,211,8.0
47,53,7.0
47,380,7.0
47,332,7.0
47,219,8.0
47,38,7.0
47,352,7.0
47,562,7.0
47,301,4.0
47,60,7.0
47,39,7.0
47,327,7.0
47,532,7.0
47,215,7.0
47,513,7.0
47,189,8.0
47,516,7.0
47,577,7.0
47,33,8.0
47,556,7.0
47,25,7.0
47,444,7.0
48,191,8.0
48,14,8.0
48,590,8.0
48,175,8.0
48,242,8.0
48,253,4.0
48,340,8.0
48,249,6.0
48,336,6.0
48,496,6.0
48,10,6.0
48,208,8.0
48,131,6.0
48,238,8.0
48,290,8.0
48,426,6.0
48,173,4.0
48,488,6.0
48,408,6.0
48,578,6.0
48,282,8.0
48,178,8.0
48,264,6.0
48,203,6.0
48,358,6.0
49,395,7.0
49,499,8.0
49,532,7.0
49,311,7.0
49,52,8.0
49,251,7.0
49,356,7.0
49,506,7.0
49,585,7.0
49,276,7.0
49,174,8.0
49,366,7.0
49,340,7.0
49,37,8.0
49,185,8.0
49,337,7.0
49,509,8.0
49,206,7.0
49,14,7.0
49,301,7.0
49,306,7.0
49,312,7.0
49,234,8.0
49,129,7.0
49,178,7.0
50,429,7.0
50,141,7.0
50,67,7.0
50,574,7.0
50,72,7.0
50,165,4.0
50,565,4.0
50,50,7.0
50,0,7.0
50,422,7.0
50,530,4.0
50,450,7.0
50,386,7.0
50,3,7.0
50,144,7.0
50,335,7.0
50,533,7.0
50,149,4.0
50,255,7.0
50,112,7.0
50,454,7.0
50,357,7.0
50,220,4.0
50,390,7.0
50,415,7.0
51,598,7.0
51,288,7.0
51,80,5.0
51,535,7.0
51,355,8.0
51,133,7.0
51,297,7.0
51,276,5.0
51,224,5.0
51,427,7.0
51,77,8.0
51,207,7.0
51,478,7.0
51,324,7.0
51,15,8.0
51,445,7.0
51,249,7.0
51,306,7.0
51,72,7.0
51,33,8.0
51,87,7.0
51,447,8.0
51,74,8.0
51,365,8.0
51,258,7.0
52,537,8.0
52,3,8.0
52,379,8.0
52,321,8.0
52,57,8.0
52,518,8.0
52,164,8.0
52,434,8.0
52,390,8.0
52,366,6.0
52,593,8.0
52,23,8.0
52,400,4.0
52,332,6.0
52,405,8.0
52,126,8.0
52,81,8.0
52,415,8.0
52,401,8.0
52,453,8.0
52,386,8.0
52,450,6.0
52,451,8.0
52,554,8.0
52,162,8.0
53,508,7.0
53,560,8.0
53,199,7.0
53,452,7.0
53,471,7.0
53,181,7.0
53,492,7.0
53,2,7.0
53,213,8.0
53,226,7.0
53,504,7.0
53,0,7.0
53,70,8.0
53,44,7.0
53,3,7.0
53,528,7.0
53,286,8.0
53,10,8.0
53,530,8.0
53,372,7.0
53,36,7.0
53,72,8.0
53,230,8.0
53,198,7.0
53,231,8.0
54,152,8.0
54,502,5.0
54,364,7.0
54,141,7.0
54,208,9.0
54,27,5.0
54,372,8.0
54,50,9.0
54,488,9.0
54,1,5.0
54,587,5.0
54,514,7.0
54,68,8.0
54,285,5.0
54,469,5.0
54,336,9.0
54,128,8.0
54,97,5.0
54,574,7.0
54,420,9.0
54,292,9.0
54,246,9.0
54,77,5.0
54,465,5.0
54,322,5.0
55,151,8.0
55,82,8.0
55,321,8.0
55,42,8.0
55,256,8.0
55,476,8.0
55,460,8.0
55,565,8.0
55,470,8.0
55,92,8.0
55,486,8.0
55,239,5.0
55,288,8.0
55,269,8.0
55,312,5.0
55,129,8.0
55,54,8.0
55,501,8.0
55,1,8.0
55,0,8.0
55,210,9.0
55,414,8.0
55,378,8.0
55,325,8.0
55,564,8.0
56,433,6.0
56,595,5.0
56,229,6.0
56,566,8.0
56,493,8.0
56,289,6.0
56,209,5.0
56,364,8.0
56,475,6.0
56,447,4.0
56,176,6.0
56,420,8.0
56,230,6.0
56,73,5.0
56,124,8.0
56,269,8.0
56,104,8.0
56,147,6.0
56,511,8.0
56,205,6.0
56,435,8.0
56,6,6.0
56,308,8.0
56,223,8.0
56,214,6.0
57,269,6.0
57,490,6.0
57,225,6.0
57,178,6.0
57,470,6.0
57,162,6.0
57,263,6.0
57,289,6.0
57,188,6.0
57,332,6.0
57,34,6.0
57,513,6.0
57,558,6.0
57,593,6.0
57,542,6.0
57,480,6.0
57,16,6.0
57,589,6.0
57,121,6.0
57,144,6.0
57,590,6.0
57,129,6.0
57,138,6.0
57,456,6.0
57,313,6.0
58,251,6.0
58,274,6.0
58,257,6.0
58,321,6.0
58,154,6.0
58,8,6.0
58,564,6.0
58,566,6.0
58,443,6.0
58,392,6.0
58,424,6.0
58,1,6.0
58,220,8.0
58,31,6.0
58,186,6.0
58,276,6.0
58,193,6.0
58,157,6.0
58,379,6.0
58,597,6.0
58,407,6.0
58,440,6.0
58,15,6.0
58,574,6.0
58,534,6.0
59,307,3.0
59,129,3.0
59,348,4.0
59,191,3.0
59,385,4.0
59,137,3.0
59,530,1.0
59,444,4.0
59,529,3.0
59,100,4.0
59,23,4.0
59,12,4.0
59,295,4.0
59,193,4.0
59,343,3.0
59,25,4.0
59,38,6.0
59,302,4.0
59,248,4.0
59,164,3.0
59,466,4.0
59,74,5.0
59,81,3.0
59,177,4.0
59,523,4.0
60,502,7.0
60,306,4.0
60,238,4.0
60,84,5.0
60,193,5.0
60,35,7.0
60,42,4.0
60,210,7.0
60,486,7.0
60,535,4.0
60,395,5.0
60,392,5.0
60,187,7.0
60,586,4.0
60,81,8.0
60,495,7.0
60,208,7.0
60,503,4.0
60,233,7.0
60,149,4.0
60,115,8.0
60,570,4.0
60,572,4.0
60,471,7.0
60,515,5.0
61,347,5.0
61,158,8.0
61,55,8.0
61,141,8.0
61,117,5.0
61,311,8.0
61,37,5.0
61,365,5.0
61,553,5.0
61,62,5.0
61,516,8.0
61,23,8.0
61,190,8.0
61,243,8.0
61,80,8.0
61,41,8.0
61,136,8.0
61,412,8.0
61,168,8.0
61,413,8.0
61,290,8.0
61,20,8.0
61,185,5.0
61,312,8.0
61,325,5.0
62,82,4.0
62,373,4.0
62,570,9.0
62,129,4.0
62,221,6.0
62,139,4.0
62,21,6.0
62,290,5.0
62,597,4.0
62,498,4.0
62,524,8.0
62,581,4.0
62,346,5.0
62,145,5.0
62,554,4.0
62,162,3.0
62,251,4.0
62,587,4.0
62,173,4.0
62,404,4.0
62,273,6.0
62,452,8.0
62,201,4.0
62,564,5.0
62,559,4.0
63,559,7.0
63,422,7.0
63,97,4.0
63,359,7.0
63,507,7.0
63,306,7.0
63,125,7.0
63,229,7.0
63,92,7.0
63,182,7.0
63,184,7.0
63,164,4.0
63,60,8.0
63,429,4.0
63,41,4.0
63,114,4.0
63,500,7.0
63,1,7.0
63,32,7.0
63,421,4.0
63,68,7.0
63,414,7.0
63,401,4.0
63,516,7.0
63,190,7.0
64,209,7.0
64,370,7.0
64,30,7.0
64,452,7.0
64,8,7.0
64,431,8.0
64,399,7.0
64,458,7.0
64,565,5.0
64,408,7.0
64,433,5.0
64,251,7.0
64,179,7.0
64,400,5.0
64,205,7.0
64,73,7.0
64,554,7.0
64,6,7.0
64,338,7.0
64,404,5.0
64,128,7.0
64,459,7.0
64,464,7.0
64,221,7.0
64,102,5.0
65,523,8.0
65,196,5.0
65,188,5.0
65,147,7.0
65,414,8.0
65,389,7.0
65,264,7.0
65,84,8.0
65,358,7.0
65,126,8.0
65,378,8.0
65,197,8.0
65,186,8.0
65,427,8.0
65,242,7.0
65,76,5.0
65,354,7.0
65,189,8.0
65,582,7.0
65,262,7.0
65,206,7.0
65,289,8.0
65,127,7.0
65,393,7.0
65,463,7.0
66,585,6.0
66,521,4.0
66,425,8.0
66,83,8.0
66,473,6.0
66,231,8.0
66,555,6.0
66,410,6.0
66,200,4.0
66,56,6.0
66,245,6.0
66,116,4.0
66,563,6.0
66,273,6.0
66,405,6.0
66,305,8.0
66,229,6.0
66,399,6.0
66,44,4.0
66,94,6.0
66,246,6.0
66,90,8.0
66,431,8.0
66,357,8.0
66,129,6.0
67,206,5.0
67,485,5.0
67,472,6.0
67,502,6.0
67,576,8.0
67,336,8.0
67,473,6.0
67,52,8.0
67,125,5.0
67,292,6.0
67,238,6.0
67,430,6.0
67,524,8.0
67,12,6.0
67,250,6.0
67,157,6.0
67,342,6.0
67,388,6.0
67,505,3.0
67,492,8.0
67,529,6.0
67,344,6.0
67,466,6.0
67,87,6.0
67,272,6.0
68,146,5.0
68,590,4.0
68,51,4.0
68,177,5.0
68,265,3.0
68,81,3.0
68,464,4.0
68,143,4.0
68,180,4.0
68,568,4.0
68,245,4.0
68,293,2.0
68,88,8.0
68,131,4.0
68,313,4.0
68,389,2.0
68,243,4.0
68,18,4.0
68,90,7.0
68,563,5.0
68,228,4.0
68,0,4.0
68,80,9.0
68,162,3.0
68,69,3.0
69,430,7.0
69,103,4.0
69,183,7.0
69,20,7.0
69,133,7.0
69,367,5.0
69,146,7.0
69,571,7.0
69,301,4.0
69,357,7.0
69,255,7.0
69,420,5.0
69,65,7.0
69,504,7.0
69,44,4.0
69,32,7.0
69,343,7.0
69,388,5.0
69,467,7.0
69,142,7.0
69,194,5.0
69,477,4.0
69,203,7.0
